,BRAND,PRODUCT_NAME,PRICE,RETURN/EXCHANGE,EXPECTED_DELIVERY,AVAILABILITY,PRODUCT_LINK
10,Intern,Intern INT-38C Acoustic Guitar Kit (Blue),"₹1,989.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Blue/dp/B073B5RZBV/ref=sr_1_7?keywords=guitar&qid=1664042195&sr=8-7
11,Intern,"Intern 38C Wooden Acoustic Steel-String Guitar Premium White Cutaway Design With Carry Bag, Strings, Guitar Strap And Plectrums (Int-38C-Wh)","₹1,989.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Intern-Acoustic-Steel-string-plectrums-INT-38C-WH/dp/B09LR94Z2X/ref=sr_1_8?keywords=guitar&qid=1664042195&sr=8-8
12,JUAREZ,"Juarez Acoustic Guitar, 38 Inch Curved Body Cutaway, 38CUR with Bag, Strings, Pick and Strap, Black","₹1,774.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B076QHZ4HZ/ref=sr_1_9?keywords=guitar&qid=1664042195&sr=8-9
13,Intern,"Intern INT-38C Acoustic Guitar Kit (Sunburst) with Carry bag, Picks, Strings set and Guitar Strap, Small","₹1,898.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Sunburst/dp/B073B5MJRM/ref=sr_1_10?keywords=guitar&qid=1664042195&sr=8-10
14,Kadence,"Kadence Guitar Frontier Series, Electric Acoustic Black Guitar With EQ, Die Cast Keys, Set of Strings, Strap, Picks and Bag (Black EQ, Electric Acoustic)","₹6,399.00",7 Days Replacement,"Thursday, 29 September",,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B078GTJP5Y/ref=sr_1_11?keywords=guitar&qid=1664042195&smid=AM04Z7MH4HSDD&sr=8-11
15,JUAREZ,"Juarez Acoustic Guitar Kit, 38 Inch Cutaway, 38C with Bag, Strings, Pick and Strap, TBS Transparent Blue Sunburst","₹1,799.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDS6/ref=sr_1_12?keywords=guitar&qid=1664042195&sr=8-12
16,JUAREZ,"Juarez Acoustic Guitar Kit, 38 Inch Cutaway, 38C with Bag, Strings, Pick and Strap, 3TS Sunburst","₹1,899.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDTU/ref=sr_1_13?keywords=guitar&qid=1664042195&sr=8-13
17,JUAREZ,"JUAREZ JRZ38C Right Handed Acoustic Guitar with Bag, Strings, Pick and Strap (Natural, 6 Strings)","₹2,300.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_14?keywords=guitar&qid=1664042195&sr=8-14
18,Kadence,"Kadence Frontier guitar with Online Guitar learning course, Wine Red Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Wine Red, Acoustic)","₹5,699.00",7 Days Replacement,"Thursday, 29 September",,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B01GDZ46AA/ref=sr_1_15?keywords=guitar&qid=1664042195&smid=AM04Z7MH4HSDD&sr=8-15
19,Intern,Intern INT-38C Acoustic Guitar Kit (Red),"₹1,989.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Kit/dp/B073B6TF31/ref=sr_1_16?keywords=guitar&qid=1664042195&sr=8-16
20,HOVNER,"Hovner 215 Black F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail","₹4,256.00",7 Days Replacement,"Wednesday, 5 October",In stock.,https://www.amazon.in/Rosewood-Fretboard-Acoustic-Strings-K-Retail/dp/B07KLG8C4P/ref=sr_1_17?keywords=guitar&qid=1664042195&sr=8-17
21,Intern,"Intern INT-38C-BK-G Cutaway Right Handed Acoustic Guitar Kit, with Bag, Nickel Strings, Pick And Strap (Black) -6 Strings","₹1,799.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Intern-INT-38C-BK-G-Guitar-Kit-Black/dp/B07K9497RC/ref=sr_1_18?keywords=guitar&qid=1664042195&sr=8-18
22,HOVNER,"Hovner Carlton Special Quality Rosewood Fretboard Blue Semi Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail (Blue)","₹4,750.00",7 Days Replacement,"Wednesday, 5 October",In stock.,https://www.amazon.in/Carlton-Rosewood-Fretboard-Acoustic-K-Retail/dp/B07KK8P9VB/ref=sr_1_19?keywords=guitar&qid=1664042195&sr=8-19
23,DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L(6 PCS),₹480.00,7 Days Replacement,"Tuesday, 4 October",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjQwMjQ5NjU4NzkwNDkxOjE2NjQwNDIxOTU6c3BfbXRmOjIwMDc5MzQzNTc2Mzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FDEVICE-URBAN-INFOTECH-Acoustic-Semi-closed%2Fdp%2FB08P1JS4DF%2Fref%3Dsr_1_20_sspa%3Fkeywords%3Dguitar%26qid%3D1664042195%26sr%3D8-20-spons%26psc%3D1
24,Intern,Intern Int-38c Sunburst Linden Wood Acoustic Guitar Kit with Carry Bag and Picks,"₹1,749.00",7 Days Replacement,September 30 - October 4,-,https://www.amazon.in/Intern-INT-38C-Sunburst-Acoustic-Guitar/dp/B07X1J4D3Z/ref=sr_1_21?keywords=guitar&qid=1664042195&sr=8-21
25,Medellin,"Medellin 38"" Acoustic Guitar Blue Burst Carbon Fiber body+(Free Online Learning Course) - Durable Matt finish with handrest, strings, strap, bag, 3 Picks, capo, stand.","₹2,699.00",7 Days Replacement,"Friday, 30 September",,https://www.amazon.in/Medellin-Acoustic-Guitar-Carbon-Learning/dp/B09MSGMQ3Y/ref=sr_1_22?keywords=guitar&qid=1664042195&smid=AM04Z7MH4HSDD&sr=8-22
26,YAMAHA,"Yamaha FS100C Acoustic Guitar, Black","₹9,000.00",7 Days Replacement,"Saturday, 1 October",In stock.,https://www.amazon.in/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sr_1_23?keywords=guitar&qid=1664042195&sr=8-23
27,Intern,Intern INT-38C Acoustic Guitar Kit (Purple),"₹1,799.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Purple/dp/B073B4CT2F/ref=sr_1_24?keywords=guitar&qid=1664042195&sr=8-24
28,YAMAHA,YAMAHA FS80C NATURAL CONCERT CUTAWAY GUITAR,"₹7,727.00",7 Days Replacement,"Saturday, 1 October",In stock.,https://www.amazon.in/YAMAHA-NATURAL-CONCERT-CUTAWAY-GUITAR/dp/B08KW4DRKL/ref=sr_1_25?keywords=guitar&qid=1664042195&sr=8-25
29,YAMAHA,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst","₹9,290.00",7 Days Replacement,"Friday, 30 September",Only 2 left in stock.,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_26?keywords=guitar&qid=1664042195&sr=8-26
30,Revel,Revel 38 Inches Cutaway Design Acoustic Guitar with Carry bag and Plectrums. Great tone and Beginner/Learners standard size configuration for all age groups (Natural),"₹2,099.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Revel-RVL-38C-LGP-NT-Linden-Acoustic-Natural/dp/B085HVRHPS/ref=sr_1_27?keywords=guitar&qid=1664042195&sr=8-27
31,Intern,"INTERN 41 inches Acoustic Guitar with truss rod. Includes carry bag, strings pack, strap & plectrums. Premium Wooden durable built, tonal stability & for all age-groups (Jamming Black).","₹3,698.00",7 Days Replacement,"Saturday, 1 October",In stock.,https://www.amazon.in/Acoustic-strings-plectrums-stability-age-groups/dp/B09YHC3LX6/ref=sr_1_28?keywords=guitar&qid=1664042195&sr=8-28
32,YAMAHA,Yamaha Classical Guitar C40//02,"₹7,490.00",7 Days Replacement,"Saturday, 1 October",In stock.,https://www.amazon.in/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sr_1_29?keywords=guitar&qid=1664042195&sr=8-29
33,JUAREZ,"Juarez Acoustic Guitar, [ LEFT HANDED] 38 Inch Cutaway, 38CL/BK with Bag, Strings, Pick and Strap, Black","₹2,680.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Juarez-Acoustic-Cutaway-BK-Strings/dp/B076T3RHMG/ref=sr_1_30?keywords=guitar&qid=1664042195&sr=8-30
34,Medellin,"Medellin 38"" Acoustic Guitar Black Carbon Fiber body+(Free Online Learning Course) - Durable Matt finish with handrest, strings, strap, bag, 3 Picks, capo, stand. (Black)","₹2,699.00",7 Days Replacement,"Friday, 30 September",,https://www.amazon.in/Medellin-Acoustic-Guitar-Carbon-Learning/dp/B09MSGQQWX/ref=sr_1_31?keywords=guitar&qid=1664042195&smid=AM04Z7MH4HSDD&sr=8-31
35,REVEL,Revel 38 Inches Cutaway Design Acoustic Guitar with Carry bag and Plectrums. Great tone and Beginner/Learners standard size configuration for all age groups (Black),"₹1,998.00",7 Days Replacement,"Thursday, 29 September",Available to ship in 1-2 days.,https://www.amazon.in/Acoustic-Plectrums-Beginner-Learners-configuration/dp/B0B4SSB8BJ/ref=sr_1_32?keywords=guitar&qid=1664042195&sr=8-32
36,REVEL,Revel 38 Inches Cutaway Design Acoustic Guitar with Carry bag and Plectrums. Great tone and Beginner/Learners standard size configuration for all age groups (Red),"₹2,208.01",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Acoustic-Plectrums-Beginner-Learners-configuration/dp/B09W5V91LW/ref=sr_1_33?keywords=guitar&qid=1664042195&sr=8-33
37,Intern,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, tonal stability with professional sound amplificaiton. (Black).","₹3,998.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YHCR3R8/ref=sr_1_34?keywords=guitar&qid=1664042195&sr=8-34
38,Kadence,"Kadence AstroMan Electric Guitar, 21 FRETS, ROSEWOOD FRETBOARD, H - S - S PICK UPS Sunburst combo with Bag, Guitar strap,guitar cable and Picks","₹6,499.00",7 Days Replacement,"Friday, 30 September",In stock.,https://www.amazon.in/Kadence-Electric-Guitar-Rosewood-Fretboard/dp/B07BGXN7P6/ref=sr_1_35?keywords=guitar&qid=1664042195&sr=8-35
39,JUAREZ,JUAREZ JRZ-HSS01 ELECTRIC GUITAR (SUNBURST) - HSS Pickup with KOREA SAM HYUN brand XL042 strings and in sunburst color (JRZ-HSS01-3TS),"₹5,399.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-JRZ-HSS01-ELECTRIC-GUITAR-SUNBURST/dp/B08QNVNM1Z/ref=sr_1_36?keywords=guitar&qid=1664042195&sr=8-36
40,medellin,"Medellin 38"" Carbon Fiber Acoustic Guitar with free specailized learning course- MDCF38BK Durable Carbon Fiber Matt Sunburst finish Body for beginners with handrest, set of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand and Free GUITAR LEARNING COURSE (Special Learning Combo with Guitar)","₹1,999.00",7 Days Replacement,"Friday, 30 September",In stock.,https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSGN39M/ref=sr_1_37?keywords=guitar&qid=1664042195&sr=8-37
41,JUAREZ,"JUAREZ Arpéggio 104.14 cm (41 Inch) Semi-Acoustic Guitar Kit, Thin Line Body, Spruce Top, with 4 Band EQ, Natural","₹5,844.04",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-Arp%C3%A9ggio-Semi-Acoustic-Guitar-Natural/dp/B08KHFJKZK/ref=sr_1_38?keywords=guitar&qid=1664042195&sr=8-38
42,VAULT,Vault ST1 Premium Electric Guitar - White,"₹7,599.00",7 Days Replacement,"Wednesday, 28 September",Only 2 left in stock.,https://www.amazon.in/Vault-ST1-Premium-Electric-Guitar/dp/B09GLYSJ8W/ref=sr_1_39?keywords=guitar&qid=1664042195&sr=8-39
43,Medellin,"Medellin 38"" Carbon Fiber Acoustic Guitar with free specailized learning course- MDCF38BK Durable Carbon Fiber Matt Pink finish Body for beginners with handrest, set of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand and Free GUITAR LEARNING COURSE (Special Learning Combo with Guitar)","₹2,399.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSH3RY1/ref=sr_1_40?keywords=guitar&qid=1664042195&sr=8-40
44,JUAREZ,"Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Mahogany with Bag, Strings, Picks and Strap","₹2,248.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_41?keywords=guitar&qid=1664042195&sr=8-41
45,JUAREZ,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38C/RDS with Bag, Strings, Pick and Strap, Red Sunburst","₹2,310.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Acoustic-Cutaway-RDS-Strings-Sunburst/dp/B076QGY91P/ref=sr_1_42?keywords=guitar&qid=1664042195&sr=8-42
46,Intern,Intern INT-38C Acoustic Guitar Kit (Natural),"₹2,240.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Natural/dp/B073B4D22T/ref=sr_1_43?keywords=guitar&qid=1664042195&sr=8-43
47,Intern,Intern INT-38C Natural Linden Wood Acoustic Guitar Kit with Carry Bag & Picks,"₹1,699.00",7 Days Replacement,"Wednesday, 5 October",In stock.,https://www.amazon.in/Intern-INT-38C-Natural-Acoustic-Guitar/dp/B07X4LPJ6H/ref=sr_1_44?keywords=guitar&qid=1664042195&sr=8-44
48,Intern,"Intern INT-38C-RD-G Linden Wood Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Red, 6 Strings)","₹2,129.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Intern-INT-38C-RD-G-Guitar-Kit-Red/dp/B07K959RKX/ref=sr_1_45?keywords=guitar&qid=1664042195&sr=8-45
49,Fender,Fender SA-150C dreadnought Squier Guitar Cutway Natural,"₹6,649.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/Fender-SA-150C-dreadnought-Squier-Natural/dp/B07YX5N6LC/ref=sr_1_46?keywords=guitar&qid=1664042195&sr=8-46
50,Kadence,"Kadence Frontier Series, Semi Acoustic Guitar With Die Cast Keys (Bag,Strap,Strings And 3 Picks) (Natural)","₹4,999.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/Kadence-Frontier-Acoustic-Natural-Equalizer/dp/B01I50UJG6/ref=sr_1_47?keywords=guitar&qid=1664042195&sr=8-47
51,Fender,Fender CD-60 SCE NAT  Dreadnought Semi Acoustic Guitar (Natural),"₹24,850.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/FENDER-CD60SCE-NAT-Dreadnought-Spruce-Semi-Acoustic/dp/B01MSBHU7X/ref=sr_1_48?keywords=guitar&qid=1664042195&sr=8-48
52,Kadence,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","₹8,999.00",7 Days Replacement,"Friday, 30 September",In stock.,https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Instrument/dp/B077SZ667X/ref=sr_1_49?keywords=guitar&qid=1664042195&sr=8-49
53,Ibanez,"Ibanez MD39C-NT Acoustic Guitar (Natural), Designed in Japan and Made Specially for India","₹6,989.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Ibanez-IBA-MD39CNT-Acoustic-Guitar-MD39C-NT/dp/B07G4CCMYL/ref=sr_1_50?keywords=guitar&qid=1664042195&sr=8-50
54,JUAREZ,"JUAREZ Arpeggio 41 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue","₹5,737.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-Arpeggio-Acoustic-Rosewood-Fretboard/dp/B08LBGKR67/ref=sr_1_51?keywords=guitar&qid=1664042195&sr=8-51
55,Ibanez,"Ibanez S520 - WK, 6 Strings Electric Guitar, Right-Handed, Weathered Black, without case","₹47,099.00",7 Days Replacement,"Wednesday, 28 September",Only 2 left in stock.,https://www.amazon.in/Ibanez-S520-Electric-Right-Handed-Weathered/dp/B00HZY6QH0/ref=sr_1_52?keywords=guitar&qid=1664042195&sr=8-52
56,Henrix,"Henrix 38C 38 inch Cutaway Acoustic Guitar with Dual Action Truss Rod, Gigbag, Picks, String Set, Strap, Cloth & Ebook - Natural","₹2,688.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Henrix-Cutaway-Acoustic-Die-cast-Dual-action/dp/B07VHSCGCG/ref=sr_1_49?keywords=guitar&qid=1664042204&sr=8-49
57,YAMAHA,"Yamaha FS100C Acoustic Guitar, Natural","₹9,490.00",7 Days Replacement,"Saturday, 1 October",In stock.,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitars-Natural/dp/B00QKD79QE/ref=sr_1_50?keywords=guitar&qid=1664042204&sr=8-50
58,Cort,Cort X100 6-String Electric Guitar,"₹13,900.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Cort-X100-6-String-Electric-Guitar/dp/B07QKWFTK1/ref=sr_1_51?keywords=guitar&qid=1664042204&sr=8-51
59,JUAREZ,"JUAREZ Arpeggio Guitar JRA39SP-Q-TBS, blue sunburst","₹4,366.53",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-Arpeggio-Guitar-JRA39SP-Q-TBS-sunburst/dp/B08MWB5FVR/ref=sr_1_52?keywords=guitar&qid=1664042204&sr=8-52
60,JUAREZ,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38C with Bag, Strings, Pick and Strap, Blue","₹2,480.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Handed-Acoustic-Strings/dp/B01FYYTDX6/ref=sr_1_53?keywords=guitar&qid=1664042204&sr=8-53
61,YAMAHA,Yamaha FX280 Semi acoustic Dreadnought Guitar with Bag (Natural),"₹11,899.00",7 Days Replacement,October 1 - 4,In stock.,https://www.amazon.in/Yamaha-FX280-acoustic-Dreadnought-Natural/dp/B09HR6BNFQ/ref=sr_1_54?keywords=guitar&qid=1664042204&sr=8-54
62,JUAREZ,"Juarez JRZ-ST02 6-String Electric Guitar, Right Handed, Red, with Case/Bag and Picks","₹5,451.00",7 Days Replacement,"Wednesday, 5 October",In stock.,https://www.amazon.in/Juarez-JRZ-ST01-6-String-Electric-Without/dp/B01FYZSOHG/ref=sr_1_55?keywords=guitar&qid=1664042204&sr=8-55
63,Fender,Fender FA-125CE Dreadnought Electro Acoustic Guitar,"₹17,115.50",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Fender-FA-125CE-Dreadnought-Cutaway-Acoustic-Electric/dp/B07MQWNNK9/ref=sr_1_56?keywords=guitar&qid=1664042204&sr=8-56
64,VAULT,"Vault Junior 30 Inch Acoustic Guitar for Kids with Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - Natural Gloss","₹3,799.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Junior-Acoustic-Guitar-Strings-Polishing/dp/B07RMJ88G2/ref=sr_1_57?keywords=guitar&qid=1664042204&sr=8-57
65,Intern,"Intern INT-38C-BLS-G Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Blue, 6 Strings)","₹1,990.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Intern-INT-38C-BLS-G-Guitar-Kit-Blue/dp/B07K8YXTNW/ref=sr_1_58?keywords=guitar&qid=1664042204&sr=8-58
66,JUAREZ,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38CT, Hippie Funky Design, with Bag, Picks, Strap & Extra String set","₹2,354.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-JRZ38CT/dp/B01N3TTYJQ/ref=sr_1_49?keywords=guitar&qid=1664042204&sr=8-49
67,REVEL,Revel 38 Inches Cutaway Design Acoustic Guitar with Carry bag and Plectrums. Great tone and Beginner/Learners standard size configuration for all age groups (White),"₹2,159.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Acoustic-Plectrums-Beginner-Learners-configuration/dp/B09W5TQD6G/ref=sr_1_50?keywords=guitar&qid=1664042204&sr=8-50
68,JUAREZ,"JUAREZ Arpeggio Guitar JRA41MAH, mahogany","₹6,022.00",7 Days Replacement,"Wednesday, 28 September",Only 2 left in stock.,https://www.amazon.in/JUAREZ-Arpeggio-Guitar-JRA41MAH-mahogany/dp/B08MWBBYL1/ref=sr_1_51?keywords=guitar&qid=1664042204&sr=8-51
69,Kadence,Kadence Acoustica 34” Acoustic Guitar A03 with bag,"₹3,999.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/Kadence-Acoustica-Acoustic-Guitar-A03/dp/B08WCTFVT9/ref=sr_1_52?keywords=guitar&qid=1664042204&sr=8-52
70,Intern,"INTERN 41 inches Cutaway Shape Acoustic Guitar with truss rod. Includes plectrums. Premium Wooden durable built, Best tonal stability and bend resistance (Jamming Black).","₹2,899.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/Cutaway-Acoustic-plectrums-stability-resistance/dp/B09YH8LP53/ref=sr_1_53?keywords=guitar&qid=1664042204&sr=8-53
71,JUAREZ,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38CPG with Bag, Strings, Pick and Strap, Black","₹2,223.95",7 Days Replacement,"Wednesday, 5 October",In stock.,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B075XMRKMY/ref=sr_1_54?keywords=guitar&qid=1664042204&sr=8-54
72,VAULT,Vault CL-40 4/4 size Premium Spruce-Top Classical Guitar,"₹7,124.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/CL-40-Premium-Spruce-Top-Classical-Guitar/dp/B097N8VSVZ/ref=sr_1_55?keywords=guitar&qid=1664042204&sr=8-55
73,YAMAHA,Yamaha FSX80C Semi Acoustic Cutaway Guitar with Bag (Black),"₹13,590.00",7 Days Replacement,"Thursday, 29 September",Only 1 left in stock.,https://www.amazon.in/Yamaha-FSX80C-Acoustic-Cutaway-Guitar/dp/B09HL5WFDX/ref=sr_1_56?keywords=guitar&qid=1664042204&sr=8-56
74,JUAREZ,"Juarez Acoustic Guitar, [LEFT HANDED] 96.52 cm (38 Inch) Cutaway, 38CL/3TS with Bag, Strings, Pick and Strap, 3TS Sunburst","₹2,638.00",7 Days Replacement,"Wednesday, 5 October",In stock.,https://www.amazon.in/Acoustic-Cutaway-3TS-Strings-Sunburst/dp/B098BD1MHM/ref=sr_1_57?keywords=guitar&qid=1664042204&sr=8-57
75,Kordz,"Kordz Luana Natural Wooden 41 Inch Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks","₹3,890.00",7 Days Replacement,"Wednesday, 5 October",In stock.,https://www.amazon.in/Kordz-Luana-Natural-Rosewood-Fretboard/dp/B07V4Y1V9M/ref=sr_1_58?keywords=guitar&qid=1664042204&sr=8-58
76,YAMAHA,"Yamaha Electric-Acoustic Guitar FSX80C Dreadnought With With Mexa Sponge Bag, Guitar Belt, Guitar Stand, String Set & Plectrums.(NT)","₹13,990.00",7 Days Replacement,"Thursday, 29 September",Only 1 left in stock.,https://www.amazon.in/Yamaha-Electric-Acoustic-FSX80C-Dreadnought-Plectrums/dp/B09HSJ6GPQ/ref=sr_1_59?keywords=guitar&qid=1664042204&sr=8-59
77,Intern,"INTERN 41 inches Acoustic Guitar with truss rod. Includes carry bag, strings pack, strap & plectrums. Premium Wooden durable built, tonal stability & for all age-groups (Refreshing Natural).","₹3,894.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/Acoustic-plectrums-stability-age-groups-Refreshing/dp/B09YH89RVZ/ref=sr_1_60?keywords=guitar&qid=1664042204&sr=8-60
78,YAMAHA,"Yamaha F310 Acoustic Guitar, Tobacco Brown Sunburst","₹9,990.00",7 Days Replacement,"Saturday, 1 October",In stock.,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08Z35ZR9Y/ref=sr_1_61?keywords=guitar&qid=1664042204&sr=8-61
79,YAMAHA,"Yamaha FS100C Acoustic Guitar, Natural","₹9,990.00",7 Days Replacement,"Thursday, 29 September",,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitar-Natural/dp/B08Z3DVN8N/ref=sr_1_62?keywords=guitar&qid=1664042204&smid=A1WYWER0W24N8S&sr=8-62
80,YAMAHA,Yamaha FX280 Semi acoustic Dreadnought Guitar with Bag (Tobacco Sunburst),"₹11,999.00",7 Days Replacement,September 30 - October 3,Only 1 left in stock.,https://www.amazon.in/FX280-acoustic-Dreadnought-Tobacco-Sunburst/dp/B09HR7BXGW/ref=sr_1_63?keywords=guitar&qid=1664042204&sr=8-63
81,Intern,"Intern INT-38C-L-BLS Left Hand Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Blue","₹2,126.00",7 Days Replacement,"Wednesday, 28 September",Only 1 left in stock.,https://www.amazon.in/Intern-INT-38C-L-BLS-Left-Acoustic-Guitar/dp/B07J4VX4D7/ref=sr_1_64?keywords=guitar&qid=1664042204&sr=8-64
82,JUAREZ,"JUAREZ Arpéggio 104.14 cm (41 Inch) Semi-Acoustic Guitar Kit, Spruce Top, with Equaliser, Black","₹6,241.00",7 Days Replacement,"Wednesday, 28 September",In stock.,https://www.amazon.in/JUAREZ-Arp%C3%A9ggio-Semi-Acoustic-Guitar-Equaliser/dp/B08KHMY76X/ref=sr_1_65?keywords=guitar&qid=1664042204&sr=8-65
83,Fender,Fender CD 60 Dread V3 DS 6 String Acoustic Guitar - Walnut Fretboard-Sunburst,"₹10,890.00",7 Days Replacement,"Thursday, 29 September",In stock.,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RM21D8X/ref=sr_1_66?keywords=guitar&qid=1664042204&sr=8-66
84,Fender,"Fender Bullet Strat Electric Guitar, White","₹13,440.00",7 Days Replacement,"Thursday, 29 September",,https://www.amazon.in/Fender-310001580-Bullet-Electric-Guitar/dp/B001L8MB3O/ref=sr_1_67?keywords=guitar&qid=1664042204&smid=A1WYWER0W24N8S&sr=8-67
